destination;probe;1_min/avg/max;2_min/avg/max;3_min/avg/max;4_min/avg/max;5_min/avg/max;6_min/avg/max;7_min/avg/max;8_min/avg/max;9_min/avg/max;10_min/avg/max;11_min/avg/max;12_min/avg/max;13_min/avg/max;14_min/avg/max;15_min/avg/max;16_min/avg/max;17_min/avg/max;18_min/avg/max;19_min/avg/max;20_min/avg/max;21_min/avg/max;22_min/avg/max;23_min/avg/max;24_min/avg/max;25_min/avg/max;26_min/avg/max;27_min/avg/max;28_min/avg/max;29_min/avg/max;30_min/avg/max;31_min/avg/max;32_min/avg/max;33_min/avg/max;34_min/avg/max;35_min/avg/max;36_min/avg/max
123.125.116.19;FranceIX;377.800327;378.672119;480.862983;486.423226;483.046468;379.478587;379.901594;376.044668;381.887199;381.084748;424.702771;379.780216;483.93066;376.249069;381.740234;387.917362;380.852047;381.061865;381.754719;380.694696;380.748504;488.011948;380.488919;380.649332;380.820465;384.035726;381.403245;380.284938;381.008377;379.179306;423.930865;381.97424;484.019817;380.839743;488.535034;488.937101
123.125.116.19;mPlane;339.479;340.705;336.97;341.133;343.767;327.576;348.155;343.562;334.338;342.18;343.666;349.237;341.304;348.085;346.223;348.996;344.043;347.756;342.296;341.362;340.996;343.21;342.823;340.131;340.397;349.453;343.034;345.463;342.647;346.084;350.656;345.75;342.75;344.677;340.513;343.252
123.125.116.19;LISP-Lab;251.321755;253.721045;254.03848;251.33815;251.35419;253.992195;260.218195;251.68209;257.5382;254.087755;251.300415;259.828725;253.098035;253.331915;252.22124;255.566865;255.774745;309.42933;252.84161;252.92554;265.846965;252.707905;252.21085;259.79892;-1;254.185765;256.04396;253.89435;256.01133;259.45725;258.6344;272.3144;263.583235;265.982615;251.12358;251.394985
123.125.116.19;rmd;377.61933;374.348575;339.8829;368.19118;345.7544;381.404885;408.754285;390.52378;372.64578;377.378905;390.415465;390.26141;390.216455;403.37871;389.77007;390.3882;390.356;390.39993;390.5036;389.225435;413.900855;389.924395;390.99175;409.63873;410.54593;389.74231;415.90313;415.237255;415.52642;394.56874;391.868855;390.211345;-1;395.10678;394.689355;394.42497
185.31.18.193;FranceIX;10.122245;10.340906;10.074087;10.156159;10.243665;9.984146;10.068567;10.546742;10.248955;10.102051;10.093491;10.361069;10.300212;10.374214;10.47436;10.365615;10.067157;10.099611;10.174198;10.355805;10.209545;10.10862;10.093512;10.081157;10.290303;10.074977;10.268268;10.140404;10.422831;10.144229;10.45255;10.336161;10.327926;10.167513;10.292317;10.375844
185.31.18.193;mPlane;9.015;8.341;11.833;11.788;8.481;8.38;11.39;14.676;12.929;13.775;18.213;11.821;9.888;18.473;18.275;8.415;9.574;9.724;8.344;8.453;8.417;8.425;19.069;9.318;8.428;18.294;18.031;12.836;13.865;18.719;9.167;10.561;14.615;12.766;12.303;23.336
185.31.18.193;LISP-Lab;30.943995;28.831255;28.107885;32.243785;27.733305;33.48696;27.6064;30.29271;34.44725;33.553675;34.585355;29.16062;28.073765;29.545395;30.66382;38.285525;27.703485;28.289995;35.23449;29.540235;41.54171;36.472245;36.39965;33.613775;-1;27.959575;43.03947;31.35552;27.51683;28.519535;33.55063;42.61806;29.316395;37.64253;33.926225;32.02845
185.31.18.193;rmd;9.61055;9.66671;9.72129;9.59911;9.57392;9.947195;9.86362;9.821115;9.919335;9.939605;9.783985;9.782815;9.282445;9.949565;10.556485;9.92286;9.431385;9.34839;9.848955;9.97138;10.21783;9.393125;10.624605;9.893485;9.58247;10.009175;10.14956;9.40348;9.7954;9.85524;9.65431;12.568515;13.543935;11.331415;11.727525;9.660715
141.0.174.44;mPlane;13.451;14.011;19.299;19.962;13.397;15.991;19.052;13.474;17.644;13.49;18.09;13.502;13.467;14.372;13.496;20.178;20.775;24.793;13.527;25.528;24.909;16.012;21.479;14.648;22.508;-1;19.623;16.371;14.526;16.161;25.536;19.681;13.542;19.012;16.515;23.845
141.0.174.44;FranceIX;12.106758;12.153401;12.073455;12.361428;11.988273;12.18382;12.147017;12.29158;12.168196;12.289091;12.047061;12.148037;12.184675;12.194305;12.133373;12.221393;11.972044;12.161231;12.199414;11.890334;16.08665;12.063185;12.152732;12.098244;-1;-1;11.940377;12.269132;12.268521;12.112668;12.266411;12.137853;12.158101;12.21282;12.087185;11.944281
