mesurement id;Destination;median(avg RTT) from Gandi;median(avg RTT) from mPlane;median(avg RTT) from FranceIX;median(avg RTT) from LISP-Lab;median(avg RTT) from LIP6;variance from Gandi;variance from mPlane;variance from FranceIX;variance from LISP-Lab;variance from LIP6;Country;Continent
6964624;2620:0:862:ed1a::1;15.861763;13.794295;11.466170333299999;20.89809;167.62704166699999;188.85237334683922;5.0175659861962538;0.17044828129543699;1.8845335052296828;1772.8916522173504;US;NA
6964725;2400:cb00:2048:1::6814:50f4;2.4729610000000002;1.9851650000000001;1.1353333333;8.3591366666999996;194.81603899999999;20.992795113043854;4.6132128933676286;2.5569477045739308;186.81349977777893;849379.7393128532;HK;AS
6964532;2a00:1450:4007:805::2009;2.9757446666999998;11.910057500000001;1.5175704999999999;18.237925833349998;168.1230421665;1739.7639314179301;0.30084232566834873;0.28283183322035893;2.3536519037983958;761.2647595855841;IE;EU
6964729;2400:cb00:2048:1::6814:3338;2.3503368333500001;1.8874958333;1.14494766665;8.1110391666500004;171.91043433300001;1150.9280516320857;2.8839192563074594;90.066283623821235;5.74604694634436;1808099.4927742812;HK;AS
6964508;2a00:1450:4007:805::2003;4.0331526666999995;12.086092499999999;1.56365833335;18.365873333350002;169.96342600000003;4860.1968265758842;1.2020867949741727;2.3823733063045212;14.833856554812064;509768.41384727479;IE;EU
6964552;2a02:b48:4000:d::1;15.637891333300001;20.785730000000001;10.415400833350001;17.814424166649999;175.674915333;19160.899533484171;8.3528979270462216;53.071708063785813;15.151518686379166;736749.34996021516;UA;EU
6964602;2001:978:2:aa::25:2;17.182723500000002;21.730579166649999;10.9926033333;15.5171833333;176.84752383350002;192.5155613228882;6.7408856569031617;465.69203742263727;2.4882016147585282;631416.86823571986;DE;EU
6964574;2400:cb00:2048:1::6810:325d;6.2524176666500004;1.8943408332999998;1.1119905000000001;8.2031475;172.97577883349999;908.38863565809402;2.2571158017685224;2.8502735770969432;23.975116364694458;1914.6102477869874;HK;AS
6964717;2a02:6b8:a::a;46.821001666699999;43.906691666699999;39.007533333349997;58.78389;230.97899033300001;5336.7153625058954;13.343681213287223;33.308903240044756;4.3021297367388529;9627.4526170637782;RU;EU
6964594;2400:cb00:2048:1::6814:1c30;2.9711366667000001;1.8198516667;1.1880189999999999;8.2084250000000001;174.48144333299999;29.587158682654902;3.9347680409659169;2.5497925489128379;21.115971469411104;952229.8948035388;HK;AS
