mesurement id;Destination;mean(avg RTT) from Gandi;mean(avg RTT) from mPlane;mean(avg RTT) from FranceIX;mean(avg RTT) from LISP-Lab;mean(avg RTT) from LIP6;variance from Gandi;variance from mPlane;variance from FranceIX;variance from LISP-Lab;variance from LIP6;Country;Continent
6964703;2a04:cb41:f016:1::46;28.710080659647719;12.036349334795787;14.386867358479298;23.579043078949123;269.11160326283851;102.87758988505391;3.247461094846801;3.7905038856138966;2.8944426812052382;59411.472438685756;NL;EU
6964506;2a00:1450:4007:805::2003;7.9529478776326963;12.236385675588719;1.5908078687059271;18.582489110899239;285.27983359880119;77.807622173332433;0.74709193033020638;0.24165071373409963;2.7899222532540047;1986110.4074911263;IE;EU
6964524;2a00:1450:4007:805::2003;4.5099368786324536;12.187072308707389;1.5325131715039577;18.817883315741952;273.95564080546177;72.070760944558472;0.34745649612316665;0.094361087043897729;13.210472804891817;1462606.2447855931;IE;EU
6964689;2400:cb00:2048:1::6814:372b;3.6108672498818182;2.2891127016337061;1.4441375142193007;9.1155880769227977;240.76325025033708;13.111402721407638;2.478584446206709;2.6639354376049371;14.897943683248846;573577.93483989022;HK;AS
6964648;2620:106:e003:f00e::63;194.01304835377695;147.51784059280467;134.90439120164868;169.80285831512393;205.45183564724491;32458.759550904913;19.438583277389068;13.404474241456686;14.277103659419776;28414.802171489358;US;NA
6964658;2001:1890:1c00:5112::f:1008;126.28801132244425;114.336806539823;101.03974723303469;114.44769446312743;194.80061092537522;7289.1620243087318;61.717031010948673;653.44355086947576;60.414011287173579;5207.5828984287473;US;NA
6964685;2400:cb00:2048:1::6814:3fcb;16.137681255607905;2.2236241765460476;3.8297810520422919;8.557605579710275;241.6259959729822;5155.0342340117741;2.5736813624446091;1047.6602823350302;3.5444773096125974;1205851.4343371389;HK;AS
6964723;2a02:6b8::50;125.66404892604083;54.354369781889325;60.529944074679804;64.15221356804183;267.14319728166146;58443.611010493791;5.4541225549309464;43.614215447913764;7.1373585266343458;33693.459245036807;RU;EU
6964616;2400:cb00:2048:1::6810:35a2;39.55159284243161;2.1556963776222378;1.7999804974370628;9.0461354090934254;182.99505968929651;24240.220041711767;2.4115203666415082;53.636423702341453;8.2391088473362508;16991.431044300767;HK;AS
6964542;2a00:1450:4007:806::2003;35.360976584283755;12.032401388889831;1.882998029660452;19.143602222222174;214.49599497036161;12400.228332406457;0.51869736710038195;32.097836564704821;20.618122158578682;11880.272518740891;IE;EU
6964666;2a02:6b8::2:105;74.264610285041769;63.686765097280166;55.94657152836259;64.120659927331658;275.39035757174685;7056.9234095211987;12.113505936000047;27.660135576433614;28.907745468526823;455098.60431819863;RU;EU
